time,ch1,ch2,ch3,ch4,ch5
82.0,-64.40630607313099,-63.796738900775146,-62.190640633658745,-60.76656846776626,-60.099675571426914
83.0,-64.5875279713001,-63.33726404810082,-62.3444338894638,-61.404442170611624,-60.80109847447754
84.0,-64.71229523608147,-63.3141847531812,-62.18303580792256,-61.11225852942657,-60.71378465374749
85.0,-65.492528812667,-63.449858030052184,-63.29607109725516,-60.95902591126983,-59.89026810984773
86.0,-64.81231973527241,-63.60321987469151,-62.054586143489296,-61.16263342231588,-59.896659225807845
87.0,-65.02346744996667,-62.60508391207703,-62.455288651968495,-61.20458507110219,-59.973107492087706
88.0,-64.64786501926169,-63.613504345011116,-61.338873760001775,-60.04862493577618,-60.19632074272055
89.0,-65.08684607207812,-62.95679692546904,-61.859017894069254,-61.53011927483871,-60.142996036145526
90.0,-65.91128153114184,-62.99010564755332,-62.29215185143862,-60.27849689712295,-60.94557826084015
91.0,-64.47778334951003,-64.20107752522203,-62.24630556544713,-60.90811465048062,-60.905521793577854
92.0,-65.56333091749933,-63.21101041031724,-61.79101853389313,-60.40836207772629,-60.108019161430306
93.0,-65.34470928579303,-63.27731605364118,-62.94050770958444,-59.9151048664039,-60.40352505817673
94.0,-64.80196940101148,-63.092337424170765,-62.3626030848533,-60.83042415783305,-60.369865724801585
95.0,-64.39705039889625,-63.843856136269295,-62.355033017861466,-61.46530611931177,-60.57809207874362
96.0,-64.48482006379786,-63.53543935635392,-62.04816121015754,-61.23432781484623,-59.68171456095687
97.0,-64.25513503227818,-63.62279688143593,-61.54219122912747,-60.33734936564034,-60.46593377650195
98.0,-64.62493593846534,-64.06646785842062,-62.120175020447356,-60.77420120934781,-59.76377405388837
99.0,-64.17213384423887,-63.67178915621915,-62.323807822610824,-60.65752744788116,-59.850921416105955
100.0,-64.5966596557399,-62.580395636740704,-61.86773327750595,-61.15896210164163,-60.01430355096508
101.0,-64.79392747699474,-64.30831306018598,-61.55703354737536,-61.44627954693335,-59.82002767124975
102.0,-64.33895473750466,-63.96443282766971,-61.73453000035832,-60.60512366781958,-60.342542877493564
103.0,-64.95694183203993,-63.22778929246385,-61.48257274302691,-62.28834971741706,-61.02868420585749
104.0,-65.66082286222033,-63.30978959000389,-62.12207259305938,-60.17549279213446,-60.39969366895286
105.0,-65.14632493422094,-63.56259377519511,-62.49576643263442,-61.11690491417619,-59.92763576321399
106.0,-63.53476674216389,-63.20512872051187,-61.995616227627714,-61.09625938909114,-60.528029924004024
107.0,-65.46517563241748,-63.124029539507546,-62.72564894178136,-60.640127027515284,-60.15724954784198
108.0,-65.28689405474185,-64.02428659304677,-61.84307070980812,-60.786978626729734,-61.31116263278232
109.0,-64.46382926988767,-63.295372034856186,-63.1322029329969,-60.460542282942306,-59.53718232810159
110.0,-64.85932299384491,-63.0793967580528,-63.14988475714435,-61.29818203480417,-60.664473927902826
111.0,-65.09484778701474,-62.634666652209276,-61.774684678671306,-60.455882056409486,-60.15184613492436
112.0,-64.73256511517422,-63.474313500725515,-62.89991908308926,-61.04578454510056,-60.69456503041523
113.0,-65.10839923051023,-63.845536502746675,-61.89827202829046,-60.209381768209404,-59.89509745419722
114.0,-64.21844328107403,-62.981484491096396,-62.02874968837008,-61.17609180844657,-59.26817804792533
115.0,-64.81278043327539,-62.69274096398428,-61.42631003068838,-60.53776833737947,-60.52361752239679
116.0,-65.00318053013496,-62.66020216516016,-62.828634478042744,-60.38495112825248,-60.930993967873704
117.0,-64.95001378812653,-63.35782283366075,-62.00175345067996,-60.56813851548405,-59.787215141100184
118.0,-65.31413331677079,-63.87364990224873,-62.970373740046945,-60.804874781447715,-60.006494213275
119.0,-64.79681327458549,-63.665313452688295,-62.963936112778136,-60.26566968840885,-60.112105934277054
120.0,-64.25093134736886,-62.63784097537145,-61.09316332102531,-61.255952317358705,-60.396382987691304
121.0,-64.76355156679291,-63.503133656426094,-61.22957739941351,-61.373550239448704,-60.71569526294697
122.0,-64.776051524537,-63.03763008552328,-61.933038633502655,-61.39640002883137,-60.84335579109642
123.0,-65.29910226936644,-63.101318296853364,-61.52556819773496,-60.15210690287688,-59.606796686352276
124.0,-64.49545880417519,-62.931107617382395,-61.364311777905165,-60.236716697823496,-60.18793224657886
125.0,-64.55771306067925,-63.1386560754171,-62.23188003360255,-60.53228161431153,-59.97401133253172
126.0,-64.8485919427961,-62.42248742686016,-62.411452873441625,-60.724942934408794,-60.00047973581412
127.0,-63.79096579346252,-63.26922955037782,-62.349419598047945,-61.12198164796058,-60.20586705109548
128.0,-64.51957952463313,-63.09580440757835,-61.737685078194815,-60.88761347810291,-60.6421008316349
129.0,-64.64850960743517,-62.50001774918495,-61.7280056360248,-61.25109438058562,-60.16073241979574
130.0,-64.92152968130401,-62.36467444714279,-61.95113453111278,-61.28921645189542,-60.63362946464524
131.0,-64.55672074987179,-63.57991281747619,-62.56533797726879,-60.60601011000335,-61.93000258236682
132.0,-63.544221594555665,-63.836283751674216,-61.004340891137716,-61.09602854669787,-59.88974440123772
133.0,-64.90736640334148,-62.46581322650232,-61.52757695486363,-61.052046272437245,-59.88611278779364
134.0,-65.31463532244143,-63.39242057143713,-61.95637538981625,-60.68656155488674,-59.64263677156538
135.0,-64.65493761987621,-63.16036629952827,-62.143161766564624,-61.171365975523464,-60.60628858510455
136.0,-63.891393987207664,-63.33528956584754,-61.76745614311593,-61.393301639063644,-58.84923260632122
137.0,-63.86260233778426,-64.34548570448317,-62.464114415135114,-61.17745254703709,-60.21200861408755
138.0,-64.24196108449857,-62.80894816382862,-62.31112309924166,-60.36132831569152,-59.39568049839588
139.0,-65.13338800924684,-63.428953827624895,-62.05172892370281,-60.723140395010944,-60.186374052128016
140.0,-64.13125813660558,-63.142007644616676,-61.89554457099977,-61.144402942794926,-60.90263862434051
141.0,-64.47400473604445,-63.598287583541804,-61.92026190448669,-61.48406653767612,-60.110681490237724
142.0,-64.25343470511622,-63.41776665995495,-62.029375628057416,-61.52782502054783,-61.15020215817257
143.0,-65.10596886497842,-63.47755925136688,-61.321245990159085,-60.86027697204336,-59.60399745267417
144.0,-65.63929318595378,-62.54522090715166,-62.043862281358216,-61.15380865398854,-59.7406544040476
145.0,-64.93352960070503,-63.74622512582331,-62.307206047466394,-60.51215347810967,-60.26839115137828
146.0,-64.31819206531955,-63.795645738163834,-62.31174585823142,-61.13725371720458,-60.23846976608331
147.0,-63.93860833616062,-63.8798526802691,-60.79967538122398,-60.67104247102107,-61.10993383993483
148.0,-64.58261052596538,-63.38718166913342,-60.98010478063293,-60.713817724731065,-60.0950813692873
149.0,-64.81895177231274,-62.624273733391206,-62.57637693247646,-61.13778295766237,-60.57147693449081
150.0,-64.73187398636942,-63.779606656335865,-62.0022197925506,-61.16188332962396,-59.3455239012456
151.0,-64.06758714855079,-64.06123902263555,-61.14895788975736,-61.26867006587904,-59.616536216973735
152.0,-64.05149816093507,-64.24830338726827,-62.679531239657344,-60.681350255855925,-59.102719259736084
153.0,-63.98744387071656,-63.88952634731872,-62.13353474495541,-60.68704177170462,-61.106449005208034
154.0,-64.68956597500527,-62.926553191156785,-62.66098653456827,-61.41125328035827,-60.50292592014925
155.0,-64.58477499832625,-62.73019256297315,-62.4578921548332,-60.48861656812358,-61.09366516003992
156.0,-65.10964024949212,-63.03492163153793,-60.85468470660863,-60.68317268801544,-60.205255162913396
157.0,-64.7143456674475,-63.080947369071275,-61.43549034565737,-60.85657112248627,-59.715090784796224
158.0,-65.18199514492017,-63.920171453260025,-61.21282565349167,-61.4273705725379,-59.982549001864754
159.0,-64.78852848370673,-63.93459919420127,-62.352636720762426,-60.570178189919794,-60.96704770794685
160.0,-63.77443873983707,-64.48737215621706,-61.55193225931904,-61.073333134218025,-59.85110335417238
161.0,-64.67237954596153,-62.816217798118494,-61.54213271889416,-61.34129497149102,-59.642963474805256
162.0,-64.72892828101884,-64.29067450868868,-62.32529485567339,-60.66035141658639,-60.804704231200844
163.0,-65.12509230803859,-63.61961495305998,-60.63054888017141,-60.23608582024731,-59.871185559286644
164.0,-65.07937734043308,-63.03593548239827,-62.34462256545537,-61.334424233513495,-59.85110640013912
165.0,-63.98560028651232,-63.331104541790985,-63.06752207580031,-61.49993754568529,-60.14347470886523
166.0,-64.8397261463171,-63.401466377641306,-62.63356683746371,-60.12304361772104,-60.62983891127239
167.0,-64.9726483839395,-64.28353201666962,-61.45538182712491,-60.523673735602266,-60.27297119323282
168.0,-63.96675766222982,-63.59791645639507,-61.465389448400686,-61.336570789436244,-59.90373617671518
169.0,-65.23128358962602,-62.638237081141455,-61.842553942942715,-61.282236308853,-60.237895812895
170.0,-65.0490107842919,-63.10249140306181,-62.01385508272494,-61.570554011884596,-60.8229903866569
171.0,-64.77021350029034,-63.42096906488498,-62.03382951449655,-61.28888023994088,-60.89397923377719
172.0,-64.79207929145606,-64.59444052958015,-61.568867945140546,-60.68490725718065,-59.739532881926486
173.0,-65.5937733139938,-63.05688213381574,-61.87241359259648,-61.20515419869328,-60.39521699038746
174.0,-65.39849160262028,-62.018180050523426,-61.58396970654526,-61.015850494691115,-59.62148641784679
175.0,-65.07991166791287,-63.08402080853498,-62.20758639119914,-60.64314027827136,-59.882861835655454
176.0,-65.1246996403023,-63.150113793268304,-61.11011200041846,-61.10121336206815,-59.86377429394791
177.0,-64.88324744935645,-63.45450250203279,-61.859298377069706,-60.652274036401614,-59.94879839213732
178.0,-65.39798046638597,-63.54657464759573,-61.736306179278365,-60.65626791048405,-59.771217266009266
179.0,-63.97279972275256,-63.28143602699201,-61.2834060751388,-61.69245358257545,-60.13431753291961
180.0,-64.35209291331849,-62.927143057787795,-62.81163835737649,-60.95245634306452,-60.817833268307844
181.0,-64.64456432019317,-62.65358020814575,-62.41466421427708,-60.701051949906464,-59.80991410494644
182.0,-64.17158266308564,-62.712491918058554,-61.69320003638874,-60.40042304510615,-60.126358250538175
183.0,-65.17065082832302,-63.31023229815,-60.64649658500166,-61.551550584981044,-61.41583904891695
184.0,-63.9996705461289,-62.72868620222932,-61.361661604559636,-61.359726119482595,-59.33368832896359
185.0,-64.92088428163197,-63.28101696668832,-61.62594177414433,-61.46697388436372,-59.918294675245384
186.0,-65.27291839638056,-63.71131719300666,-62.061883198553396,-61.47776544009282,-60.99254166681351
187.0,-65.07738778435335,-63.556669922584575,-61.27172833125521,-61.30569898645061,-60.178446413414534
188.0,-64.80483785541125,-63.818831985617,-61.77252038895419,-60.98049780050331,-60.294658476450024
189.0,-64.9305773668368,-63.43810043291097,-61.53608418383825,-61.52653969945354,-60.081769067781416
190.0,-65.32191914693594,-63.68859718060925,-61.38510211307035,-60.819598284577545,-60.2267857467277
191.0,-64.63478100596257,-63.565291974220266,-61.71245720856108,-61.068472406122666,-59.79656696237628
192.0,-64.43024384389896,-62.906135218552926,-62.43931379568835,-60.44611522641404,-59.991032301219896
193.0,-64.2021843305125,-62.72517793116913,-62.001152371452555,-60.96322633018097,-60.04723658604588
194.0,-65.26890637960379,-62.96905243444796,-61.17440963700184,-61.29071658536728,-60.413664619996
195.0,-65.3240428097437,-63.181025941794374,-62.51603725813364,-60.945565018945274,-60.43038157346638
196.0,-64.37624303991437,-63.45051616548552,-61.88706478060658,-60.727859070526776,-60.924907219203206
197.0,-64.70358226099466,-62.75356740737992,-61.82322421277913,-60.73335175916739,-60.23478332304318
198.0,-64.2796441464244,-63.40379062831557,-62.73793084595977,-60.367474936209675,-59.94750185372163
199.0,-64.10990573232861,-63.896800905377475,-61.610286773266914,-60.95589357987467,-60.63501167083517
200.0,-65.27546373553534,-62.74472680099797,-62.163237951958,-61.2936481038959,-60.36519485770525
201.0,-64.83975464800935,-62.80380137863879,-61.60724073010489,-60.96880411901849,-60.120197298994505
202.0,-64.6484256282371,-62.702271680263856,-62.337189789255866,-60.3111875596012,-59.686419126072465
203.0,-64.20972263109479,-63.45330725362798,-62.563720223915766,-60.16021192102872,-60.14633926463283
204.0,-64.5323500670614,-62.44208177683968,-61.849060220792865,-61.340600284143406,-59.650401835197194
205.0,-64.190278379549,-63.22538737051211,-61.702077917524136,-61.02790785744651,-60.67624603071243
206.0,-64.17969799068818,-63.2673831106237,-62.447242165883964,-60.96357761796423,-60.44132935760121
207.0,-65.42186602729643,-63.39972666086899,-61.60713859292892,-60.80544170259726,-59.50755819546284
208.0,-65.14817312260455,-63.43964688950416,-61.44421197658921,-60.50434279000672,-60.15051226051211
209.0,-64.84656570336945,-63.47000322917311,-61.6522816279717,-60.82719434239237,-59.69813180505633
210.0,-64.37790353033797,-62.262670797762574,-62.3383089423734,-61.66849088090121,-60.71842932512294
211.0,-64.93150978462816,-62.7902355452138,-62.4484754003634,-60.89833068374271,-60.20532909599601
212.0,-64.18455382325742,-63.408124838575034,-61.168016570570664,-60.20840823691564,-60.491706605516114
213.0,-64.59778151219824,-64.39181905690194,-61.93532011447388,-61.48354811566639,-59.71058423802711
214.0,-64.3902871145173,-62.527404862363134,-62.59860493536647,-60.87365207730421,-60.22228734185398
215.0,-65.42713145415075,-63.31717493254749,-62.168355044727896,-61.454561421245536,-59.78890159898915
216.0,-65.21385762974771,-63.54724340066273,-62.14288833119979,-60.481285474045336,-59.46360610065532
217.0,-65.49209825710909,-63.37115613853423,-61.78833896001683,-60.648412392131966,-60.50249072549578
218.0,-65.11824487410404,-63.4969643813849,-61.96554682403151,-61.23138451962119,-60.51992739078141
219.0,-63.730124125777245,-62.508997413658165,-62.36944863969986,-60.08991720482888,-60.326694341143366
220.0,-64.17339542095363,-63.8014671007856,-60.65162489214512,-60.73468582144825,-59.58669808422803
221.0,-64.4926843149359,-63.305498871712224,-62.64219655203755,-60.28125027839549,-59.45146590870077
222.0,-65.32714249072139,-62.97541496901206,-61.439748522034115,-60.14892543567947,-59.8043167168598
223.0,-65.30294858391642,-63.232550081933574,-62.29034691001719,-60.85222369035592,-60.342582554597236
224.0,-64.4804480945883,-62.23286290147279,-62.208327551192056,-61.62878095216983,-60.34330706962672
225.0,-64.39548386751608,-62.835263852396665,-63.04680415065458,-61.47575943073393,-61.24219154236849
226.0,-64.59390960149265,-63.82642825361032,-62.07538137237792,-61.13282259017257,-60.3543974992171
227.0,-64.38999058807066,-62.86778417655552,-62.008762021498185,-61.29840741878454,-59.507265080947796
228.0,-64.54691720148064,-63.33485194672157,-61.92526660910788,-60.086514164852616,-60.157518779038554
229.0,-64.25159606473775,-62.728089779314914,-62.17447904448919,-61.94323607293571,-61.07575267028742
230.0,-65.35217117140633,-63.26346506600034,-61.932404361722966,-61.041345216581014,-59.9173421585652
231.0,-64.24524977403519,-63.12891993630893,-62.750669300223244,-60.839380097871754,-60.030408194999
232.0,-64.05808265467567,-62.27044127056839,-61.5078539566733,-60.43396913058345,-59.790758410273305
233.0,-65.63044210065665,-63.63947897672261,-62.45369891241308,-60.36543720495283,-61.40899349513997
234.0,-64.28943534173003,-62.52037206749152,-61.00196716791522,-60.17830441324633,-60.37323010920088
235.0,-65.34341415201507,-63.25419701141869,-61.23557357631287,-61.00104219666185,-61.44822145870479
236.0,-64.8637758930882,-63.26774073880107,-62.40068970165715,-61.09661699366178,-60.00829589007727
237.0,-65.041107201641,-63.04297309311016,-61.14860748348615,-61.268835459954616,-60.19654425596197
238.0,-64.91908066876061,-62.715285864390424,-62.45845961784963,-62.21080743345411,-59.812650138591806
239.0,-63.99434804163126,-63.533743808257135,-62.39942214712695,-59.990768576426476,-60.61501405444823
240.0,-64.84512538253412,-62.94792268281197,-61.19393809902176,-61.61325562111693,-59.5917304012406
241.0,-63.862018854791316,-62.26517610574852,-61.64055250755952,-60.656644321907365,-60.312187803870586
242.0,-63.3947917591662,-63.85120838267059,-62.33052702185064,-61.92538644174013,-60.53726669281093
243.0,-64.80539826869474,-63.087928004679334,-61.37757698166515,-61.40597985697238,-59.03998746575288
244.0,-64.21730918132468,-62.930588612617,-61.53698746263591,-60.30477022317254,-59.32107467888954
245.0,-63.88639488214152,-61.30518149440084,-62.13995721909978,-60.63367761452112,-60.00634408626202
246.0,-64.61390346529839,-62.641708497915886,-61.42937086339061,-61.89615848298468,-60.05452772527019
247.0,-64.63163428412854,-63.23691663002418,-61.66171613052825,-60.290599695899736,-60.2396434654389
248.0,-63.869770818034816,-63.977316037646,-61.496195392455384,-61.77182641273467,-59.52209158372457
249.0,-64.2867924315888,-62.98092346024697,-60.47784406814847,-62.197692861716625,-59.62557845889574
250.0,-63.97668681333655,-63.295533556868804,-61.65013857387536,-60.92060733932078,-59.38541501107585
251.0,-65.08913843750332,-62.01309515706913,-62.03308968318225,-60.24383166197118,-60.53847096753225
252.0,-64.69232399406245,-62.74152526360301,-62.23687151578016,-60.55593532839926,-60.16524395686826
253.0,-64.78797664185963,-62.419971090473254,-62.58186157781423,-61.13194957069712,-60.98578908375024
254.0,-64.9721424173439,-62.73399420061567,-62.15933453107612,-60.78906744099823,-59.620799931177615
255.0,-64.83852080137952,-63.32662369477359,-61.96773564686415,-61.04719197136074,-59.94644587477484
256.0,-64.21463711368328,-63.318243619173465,-61.27785777539788,-59.77360950192248,-59.75475739654945
257.0,-65.35222927420763,-62.47906463136676,-61.46600121249793,-61.007429958070546,-60.457980366358626
258.0,-64.57147120416718,-62.53067977220486,-61.73265653838044,-61.17449496613597,-59.920544822216456
259.0,-64.28103557095008,-62.52884515573156,-62.480458952770874,-61.30092013438806,-60.448364929297014
260.0,-65.25032644310224,-62.27752973404072,-62.13036455099612,-60.689853427684696,-60.82096096232342
261.0,-65.43778903401248,-63.77691184279933,-62.02504277303991,-60.595348562229574,-59.28519981641329
262.0,-64.31630633841985,-62.02941837053665,-61.19026985443409,-60.609545042193105,-60.31100943989443
263.0,-63.72733324529531,-63.3329659677942,-62.82635900072062,-60.239069204811514,-60.129798031251234
264.0,-64.44986012677334,-63.37379316337454,-61.38428200136692,-60.18956164353391,-59.64137503104978
265.0,-63.75826358753629,-63.30800639909787,-61.53149271110204,-60.82034404646546,-60.037360296213436
266.0,-65.3964334364256,-63.48405733273579,-62.2097339726106,-60.75127212227233,-59.958040688493455
267.0,-65.13531472087276,-63.46349297178023,-61.80994896035457,-61.14952173936533,-58.29581226718873
268.0,-64.46763148884743,-63.83315140069172,-61.003169979915405,-59.2485611016617,-59.92629465590584
269.0,-65.5904201206253,-62.99042827208106,-61.428780335123896,-61.09678039594946,-59.691710403440986
270.0,-64.45262667017998,-62.33522267283523,-62.17977215000576,-61.47587602938234,-60.04694320528877
271.0,-64.32072283509216,-63.57811221281889,-61.647444379496434,-60.896861156340975,-60.154375071893355
272.0,-64.9824064709811,-62.66978944947669,-62.235976267367974,-61.01320116174094,-60.39195134840653
273.0,-65.11943963005525,-62.63556116089183,-61.728919437518336,-61.34005057220017,-60.254638517353236
274.0,-64.24158276881624,-63.02957217920188,-61.824273800811085,-60.763497855688,-59.81891552738162
275.0,-64.19479272044293,-63.1161044925714,-62.28292855257015,-61.08180988411939,-59.74967889928539
276.0,-64.60241073857955,-64.41470608650539,-61.7554155164498,-60.65221575963555,-60.80576905125201
277.0,-64.57549883158327,-63.0283325662967,-62.09071306238024,-61.06624779737209,-60.29347155943572
278.0,-63.52772885224671,-63.0162204488641,-61.6264853731214,-60.29283049136506,-60.71304806669346
279.0,-64.66044877047904,-64.08628590925835,-60.73852769209178,-60.930975854199936,-60.23271169565774
280.0,-64.9304280766362,-64.02844908804427,-62.02186020241186,-61.44691559062991,-59.91474404653457
281.0,-65.27900355325822,-63.158717913324395,-62.083495204937115,-60.69854615002305,-60.873980643370835
282.0,-65.14167448917057,-63.664878654070726,-61.88473826942317,-60.030955512289104,-60.13208319981576
283.0,-63.86476601280058,-62.54467990253394,-61.74318695405767,-61.07370571889623,-60.5542473111709
284.0,-63.58393859769001,-63.51365777805132,-62.14363492622176,-61.04106205411473,-60.077347074524525
