time,ch1,ch2,ch3,ch4,ch5
45.0,-65.86636249029571,-63.37900955787469,-61.84338175665188,-59.7553303457984,-60.2581409826583
46.0,-63.64742558447106,-63.39259432485509,-62.023546452488944,-59.98168062498214,-60.75615446532995
47.0,-64.96013305310957,-63.10372992469589,-62.37431792295186,-60.38096075191917,-60.19264889814926
48.0,-65.29182264720042,-63.24958639163158,-62.302284149657424,-61.46233771045072,-60.13272346917923
49.0,-65.39370353584157,-62.592929765073016,-61.77630872009698,-60.86591091414288,-60.98471921149578
50.0,-65.1478488725677,-63.04631889712473,-62.17216536558986,-60.66690464165505,-59.73595885608379
51.0,-64.93239043691396,-63.74001154476043,-62.39865716694921,-61.90997315235025,-60.5083633126977
52.0,-64.1858813990374,-64.04810675669374,-61.91215268735509,-61.47847728580439,-60.00308245991333
53.0,-65.76826084456765,-63.56994007753429,-61.22620071445897,-61.03453384775052,-59.79772608226371
54.0,-64.32219980447947,-63.74133489339654,-62.49560875436886,-60.97506439756599,-60.802714388677025
55.0,-64.10841625573477,-63.31147469583736,-62.046670069081365,-61.472549764761744,-60.18810753701024
56.0,-65.09602330579592,-63.44158494312608,-61.451774869298774,-61.23745732780651,-60.478487928200565
57.0,-65.3318517127887,-63.39905860241926,-61.6332520227117,-60.38033935643104,-60.44752138421706
58.0,-64.33884310818951,-63.55413294911753,-62.22986670151068,-61.20753216898556,-60.68124582980776
59.0,-64.44103457363205,-64.32867424147004,-61.83359219990505,-61.44964816152608,-60.26579756858528
60.0,-65.0224570129012,-64.02571748601991,-62.610877913710915,-61.45259683479016,-60.64337938110902
61.0,-64.87605475273224,-63.262233877860425,-61.525939088685895,-60.42852460300966,-59.53577598208687
62.0,-65.06958257146303,-62.522204957157356,-62.00415918173208,-61.43010150525989,-60.08510510224845
63.0,-64.38347313434949,-64.06138322143671,-61.540326350130215,-61.62391000472212,-59.554384456205945
64.0,-65.15977838457823,-64.29336219585159,-63.13967745703308,-61.42463864716907,-60.33753431904435
65.0,-63.984975896845334,-63.39304704648173,-62.12883743920861,-61.25738935634288,-60.47707421984449
66.0,-63.985578705522265,-63.017281706238116,-62.30422506888132,-61.561579223864435,-60.43566861630876
67.0,-65.24997322984028,-62.82171981701376,-62.01755384827557,-60.89941763187837,-59.56682431435017
68.0,-64.54551573773847,-63.99880081591547,-62.857125067371825,-61.19146081877712,-59.93614481652291
69.0,-64.83189100393346,-63.701311888562195,-61.41100441267423,-60.62940206690075,-60.1044166984848
70.0,-64.06383464191478,-63.822211727997114,-62.79030858993934,-61.09787206918856,-60.06501537773111
71.0,-64.53058771471008,-62.86987281879103,-61.82260887660318,-61.035926070048504,-60.87588736744034
72.0,-64.10834814706534,-63.013500809807816,-62.36675992397431,-61.637094891418556,-60.10982952963962
73.0,-64.27749390078728,-63.72826862209538,-62.08091579564602,-60.79159989227101,-59.55206918195717
74.0,-65.52539183661169,-62.815530389199,-62.170329577437776,-60.82198039512677,-59.81633620105588
75.0,-64.38708060036377,-63.27112083318876,-62.37683069115348,-60.427217821658886,-59.200465443231266
76.0,-64.28688878752962,-63.794136097090586,-62.54900351044423,-61.5342652462179,-60.09207587108724
77.0,-63.954467017460324,-63.05079694758887,-62.257503784806644,-60.727296922349645,-59.94325238558907
78.0,-64.66542194089605,-63.91715823849946,-62.21938202711152,-60.90436796558576,-61.78736693474795
79.0,-64.79653015659571,-62.03252343903384,-60.89947921274909,-60.95922623757947,-60.2000395208759
80.0,-65.25992042640664,-63.59245014885975,-62.957869061962796,-60.94966832160418,-60.039100115283595
81.0,-66.36036598255424,-63.50248232755309,-61.88508175905772,-60.92272193377689,-59.80631185751916
82.0,-64.75422007283505,-63.64810660075659,-62.253641231005524,-61.072262199326914,-60.59040273897289
83.0,-64.21935155481152,-63.29365334102721,-61.83699910141532,-60.28110918744556,-60.93371180672566
84.0,-66.00211026140228,-64.0990566264137,-61.99232189092899,-61.813949557295935,-60.61779480042604
85.0,-64.13434361541748,-63.129169259159504,-62.67276290072169,-60.910859647105234,-60.46645633360806
86.0,-64.2280225347765,-63.822662312202475,-61.80376501231556,-61.36078027209731,-61.119078808979545
87.0,-64.65362051514663,-62.79493875456543,-62.18995999721812,-60.484766424029324,-60.87424074514666
88.0,-64.80201887725939,-62.84776428868518,-61.85982676738357,-59.732416709386676,-59.22646573632387
89.0,-64.8768853440079,-63.624718876364014,-62.96770468010726,-61.11526655068897,-60.56104124559258
90.0,-64.41065878953916,-62.35980011179385,-62.09210687776258,-60.14858079670557,-60.6760783156514
91.0,-64.63915417388306,-62.77594477088433,-61.32274071708005,-60.811007222226685,-60.28628089456261
92.0,-64.17429330272279,-63.47741346044126,-62.42943177071378,-60.92185439381862,-59.74310525150781
93.0,-64.33587731115557,-64.38005068329363,-61.975532281048544,-60.06937989929492,-59.82187588798761
94.0,-64.563105757234,-62.909362057162355,-61.939163296387335,-61.19314939230655,-60.01181463673123
95.0,-64.62272004530924,-63.38182589551695,-62.20249655829852,-61.30536989124091,-60.59578175309416
96.0,-65.51806730980623,-62.757301043519846,-62.33221020539295,-61.33198773555769,-61.25001019786691
97.0,-64.12953652915489,-63.584027136417596,-61.921167089848524,-60.22712348685192,-60.0378560513748
98.0,-64.8606352353091,-63.65077619177983,-62.58957720287662,-60.52806902664758,-59.714417645111446
99.0,-64.93096462704756,-63.36667485503551,-62.72519938575342,-60.8816642060489,-60.352965286765254
100.0,-64.76641291272571,-63.213296727751086,-62.7679679892215,-60.76846877049082,-59.810123549956614
101.0,-64.22698626098685,-63.482561873619176,-61.77314276962511,-60.95719931165611,-60.53887971059235
102.0,-65.89647016180727,-64.05033592669221,-62.00481489901912,-60.63738674945355,-60.19704370236737
103.0,-64.76697966403023,-63.412670290661694,-61.99511533386079,-61.358479909604384,-60.590597250032246
104.0,-64.84204789230321,-62.96010904288319,-62.071358615159674,-60.97363534211939,-59.83803165749546
105.0,-65.77315632572551,-63.43054788764293,-62.05635321305245,-61.24876432195174,-60.076272131388265
106.0,-64.50613075269064,-63.146010993263125,-62.358240518973986,-60.850342807603816,-59.66413694113509
107.0,-64.43341429864377,-63.68341331508087,-62.48479704597061,-62.26094734247974,-59.98580318751172
108.0,-64.65169169765454,-63.13491098146884,-61.85023808399224,-60.34675931750595,-59.437265816214705
109.0,-65.11590339192121,-63.13725209419548,-62.33246464174332,-60.5315662269957,-60.73395526502658
110.0,-64.47044754593722,-62.55273915507965,-61.06239044583805,-60.084196945881644,-61.22254621299069
111.0,-65.02471024277062,-63.29252732423618,-61.78041411035993,-61.55649926626542,-60.16296648549912
112.0,-64.61674120935254,-62.73913183510751,-62.24582373446499,-60.78652459983261,-60.27929088146443
113.0,-65.1306214584739,-63.37053699337918,-61.99732401765656,-61.05375232846544,-60.316269724502824
114.0,-65.1392264293804,-63.897158370667604,-61.022774598716474,-61.26317613475014,-60.37749802642184
115.0,-63.952982216941884,-63.24880004416143,-61.456342715346764,-60.598391676344704,-60.54026149837262
116.0,-64.37722474279173,-63.88373011694889,-61.837073818769085,-61.5667067130527,-60.22630959044798
117.0,-64.90989759191014,-62.71534160851173,-62.56902069581014,-61.148646030607615,-60.621564775959726
118.0,-65.0396253850892,-62.792414395214905,-62.237439290211896,-60.121427666632606,-59.49674337072987
119.0,-64.40421909344865,-63.81840219222671,-61.55880347832279,-60.187717414788295,-60.90157586562831
120.0,-64.27614370745215,-63.579863506747614,-61.535342177049884,-61.395299636356626,-60.67500712644689
121.0,-64.63273022547654,-64.09120760909171,-61.62219324645172,-60.36014623794707,-60.39399941072609
122.0,-64.66710844673644,-62.28351278792514,-62.587028200300054,-59.79910591804897,-60.85398976055752
123.0,-64.03866447306125,-64.16396443836793,-61.57540797378764,-61.31269537424385,-60.783068319602066
124.0,-63.76006299683113,-63.103338450566106,-62.14460747491972,-61.254461163739805,-59.63245620491991
125.0,-64.17821316044204,-63.10290441345125,-62.470352323553044,-60.7751978146345,-60.2885266298144
126.0,-64.613884777787,-62.64657070930466,-62.279553750106665,-61.40367804071732,-60.24504662499547
127.0,-64.45967448534834,-63.40461819207955,-61.12097359915749,-61.72349120291197,-59.37065115652944
128.0,-65.02299867513229,-62.3062952971809,-62.01311160063544,-61.43657806768232,-60.90179058145813
129.0,-64.53562765179112,-63.70554906379763,-61.89310395654098,-61.37700365454182,-60.578166446489675
130.0,-64.44040074134779,-64.03156171844735,-61.24639178721453,-61.20790437395881,-60.61786503402403
131.0,-64.45401301195608,-62.860301826801866,-61.71015999759495,-60.945873437881154,-59.636035495325956
132.0,-65.273138734467,-63.74356985531451,-62.401820294149324,-60.765236563934494,-60.23000429406757
133.0,-63.95579548965684,-64.0168519822993,-62.4148484831404,-61.492220547716926,-60.306805133328226
134.0,-64.64462602585174,-63.93422870077057,-61.452588005060804,-60.83689374436808,-59.6430496465265
135.0,-65.97056819411188,-63.3754042178531,-62.09000401439535,-60.642486635651885,-60.40412163884836
136.0,-64.30666846905798,-64.02498298106552,-61.97572151477272,-61.17104550699971,-60.02607534799943
137.0,-64.01172843270292,-63.38318416032983,-61.49826562358733,-61.03704296134223,-59.882823715197055
138.0,-64.60978649980751,-63.462120792053135,-61.444058013228336,-61.199981003963686,-60.19744121571548
139.0,-64.67871668338513,-62.88380667267144,-61.87292260272584,-61.182695599214014,-61.01695507763783
140.0,-65.20870748325474,-63.01158234315842,-61.649430343708985,-61.07149435092374,-60.2227529136741
141.0,-64.47083534526668,-62.83227154994644,-62.14743544402387,-61.207741309092626,-60.57295721458547
142.0,-64.72034499536058,-62.796200758746615,-61.60650412453552,-60.07077389568414,-60.076072515780304
143.0,-63.93131593525726,-63.23035917123813,-63.02180649697271,-61.01935568675522,-60.807946777773445
144.0,-64.66347284161422,-63.5100355461991,-61.910914321442164,-60.42859449518397,-60.29317819324753
145.0,-65.42618908448797,-64.03341770836225,-61.65964876270159,-60.938900062772014,-60.420270475027635
146.0,-65.43411962340693,-63.73788959102773,-62.09404849398673,-60.62039590155237,-59.63073371909901
147.0,-65.68400879195126,-63.3908589069745,-62.703393573263966,-61.091278802385425,-60.321862543187976
148.0,-64.98263066998712,-63.19614107844814,-61.564492266287225,-60.478314961065735,-60.44274885197252
149.0,-62.74910723067484,-62.73884360435693,-62.424273569371216,-60.408509539642715,-60.53024643721411
150.0,-64.84861928538703,-63.36051345067911,-62.123945924328105,-60.88371544212513,-60.090282961916735
151.0,-64.09780828541638,-62.57460959375432,-62.00057739242425,-60.38494011958202,-59.958512302980374
152.0,-64.4567750575268,-63.05015361158302,-61.89055943703901,-60.59902730088631,-60.1913466304553
153.0,-65.17670358341134,-63.78177965888991,-61.84302581980397,-60.31004782373148,-60.76155026930407
154.0,-65.46557966506865,-63.327300040904724,-62.04745511974181,-61.44403273866904,-59.8426143585742
155.0,-64.7122863023809,-63.04444490886263,-61.62598593957213,-60.53550003904007,-59.382330988349736
156.0,-65.11826796040661,-63.122615509364806,-61.927753110948125,-60.81978173081567,-60.71748590254702
157.0,-65.32523794917348,-62.703371900278945,-62.41380591135339,-60.8737900076313,-59.97910171784737
158.0,-64.40615575211216,-63.24193278378931,-61.7903567287719,-60.48064439017198,-60.8788309924365
159.0,-63.910707060525034,-62.426443762079266,-61.58190686113509,-60.563655308837596,-60.59700755563401
160.0,-64.9664029913787,-63.73704227210328,-62.452888112919865,-61.533215467248944,-59.6897169222608
161.0,-64.47440001278203,-62.74704962127534,-61.99490323754915,-60.80096908472944,-60.388145494294236
162.0,-64.59957037753111,-64.24947187878398,-62.01097483861527,-61.26653665154752,-59.66007843573917
163.0,-63.97039108638831,-63.0790108827567,-62.44544243481274,-60.22696812694342,-60.82336403339168
164.0,-65.28761194929166,-63.2895713000969,-61.826255741047554,-61.291802257674895,-59.822393641064295
165.0,-64.92410511022587,-63.17792076779664,-61.99626929048278,-60.17350037691,-60.98265645462034
166.0,-65.03743309443392,-63.6358414081492,-61.62995906360872,-61.14028185898841,-59.61214646872471
167.0,-64.8539271377202,-62.662380745331944,-61.51388842720121,-60.973382378210815,-60.27687288552139
168.0,-64.8146404899524,-63.265975316448426,-61.9991870816811,-60.569310616261355,-60.0405945993881
169.0,-64.91113485010109,-62.85572828247193,-62.95511930935307,-61.3623972927656,-60.38473112096687
170.0,-65.37769934222884,-63.91542727124646,-61.98925257279089,-61.577141216310814,-60.093834502995115
171.0,-64.91914329050536,-62.76775771616412,-62.05267905056559,-60.95283731214851,-60.738477034949874
172.0,-64.36737589879081,-63.5514149470805,-63.048509668741985,-60.81392600556815,-60.415219472026514
173.0,-63.78714589007133,-62.50754488617791,-62.418872954756374,-61.356455854979515,-60.34466369871605
174.0,-64.60547985695369,-63.620263152283236,-62.732083391563805,-61.05951456881064,-59.768326924959304
175.0,-64.54116274920578,-62.765638359754995,-61.57151500726241,-61.126011346043704,-60.591567527860875
176.0,-65.8165405792681,-63.72326002498007,-61.70532745588271,-60.91668436335525,-60.20364367728872
177.0,-64.23975543180728,-63.205234108044664,-62.31790100876539,-60.908234544073935,-59.479508868044896
178.0,-63.91816408262732,-63.08392898176906,-61.08168906366932,-60.816290708079315,-59.252587939408
179.0,-64.60943779780578,-63.61099646478205,-62.460261527267626,-60.77537800526769,-60.902947485743596
180.0,-64.57523833072197,-63.890659727858655,-61.40597955991502,-60.088871293838515,-61.166546104383926
181.0,-64.26274149819301,-64.0408267808583,-62.44280961094525,-61.33756885895597,-61.3650302563887
182.0,-64.58263079611822,-64.96188607630079,-62.05950387716947,-60.827071720595974,-60.4016907851263
183.0,-64.91964904380157,-63.454394302990266,-62.07593200687211,-61.42861285222295,-60.36665802075111
184.0,-64.89870405950485,-63.86155916933983,-61.58938961570923,-61.51035584594604,-59.724724966208264
185.0,-64.04536232130775,-62.96512806027636,-62.550919701724766,-60.698279698081116,-60.66924282575249
186.0,-65.5387874161433,-63.60892002893946,-62.10570532696223,-60.72520134150156,-60.440860381869754
187.0,-64.56292852215238,-63.683278716071044,-62.238157614287324,-60.71364618348508,-60.27773997843051
188.0,-64.72813642406817,-62.942704788055195,-61.037228428661805,-60.6419803980502,-60.99197540027636
189.0,-64.45417080908688,-63.14258009619691,-62.58988638558395,-60.47654773764972,-59.797908312494854
190.0,-64.64689757187394,-62.65840595529668,-62.438177660016045,-60.07748773280097,-60.79113315289635
191.0,-64.5574585370812,-63.2628456230317,-62.33387779454157,-60.29808097203375,-60.617704514958405
192.0,-64.97622100861432,-63.03392610263969,-62.22706583372091,-60.548966447361984,-60.37531345392117
193.0,-64.40825396842068,-63.774081237891316,-62.303398706765485,-61.18258052578045,-60.68337419468554
194.0,-65.48191725433972,-63.32773710377239,-62.4528770079465,-60.10656206107377,-60.27962732953033
195.0,-64.5549398164543,-63.71250460528539,-62.731783017035596,-61.7287829791083,-60.27801215682499
196.0,-65.42962294318775,-62.4478000766469,-60.99993809100987,-60.964940854732625,-60.54885444530795
197.0,-66.04645177305271,-62.98371987113069,-61.304807266039454,-61.10940453477804,-59.50692020506433
198.0,-65.07164189485066,-64.28842418069411,-62.13292911904998,-60.521681303886986,-60.678389776616164
199.0,-64.88985582906984,-63.27681654584069,-61.64020960472489,-61.192728931180056,-60.22882428331569
200.0,-65.04037775416012,-63.06217718816941,-61.48584046882302,-61.13482756124759,-60.152922701441625
201.0,-63.739187134542455,-62.6597291766238,-63.0195188437985,-60.53128342172277,-60.42462809828692
202.0,-64.06936543672967,-63.555386353566206,-61.83874556927472,-60.542823881012104,-60.431824380255726
203.0,-64.24415896243582,-62.730166518087564,-61.98299597323625,-60.93496651516443,-60.583934700115
204.0,-64.46197738774863,-63.240214052335,-61.574761402485414,-61.416149612553724,-59.69918632613382
205.0,-65.4528719075722,-63.39015303595619,-62.52964325028194,-60.27004371167743,-60.76897005292653
206.0,-64.66302475011425,-63.17106582998827,-61.80758686613179,-59.645752322245,-60.296803599601766
207.0,-64.74390017578614,-62.54278521564658,-61.90835841754612,-60.32398792210373,-60.598344164885326
208.0,-64.24205198998699,-63.21506500905389,-62.560768138014154,-60.549016679780955,-59.673528747438056
209.0,-64.80981407308808,-62.456971231491224,-62.284536031233976,-60.54817421020131,-61.52012743621705
210.0,-65.43829864532002,-62.99365866118413,-62.174500019062776,-61.50952026865183,-60.524612465390305
211.0,-65.15435740995801,-63.34083959385812,-61.332774207679506,-60.26611640666628,-60.21666990950322
212.0,-64.3298453094022,-63.67785256984184,-61.741894962182094,-60.48244975212747,-59.70006165292061
213.0,-64.77231242087801,-63.601330062155306,-61.557205082327194,-60.46172727351587,-60.492846005619974
214.0,-64.65670884351152,-63.76062660532756,-61.18415045600456,-60.48448402176111,-60.61381637160416
215.0,-65.48218380734066,-62.689230976269855,-62.73922620767464,-60.22428848467769,-60.57916170349222
216.0,-64.61546850392617,-63.24574736125979,-62.11335242864627,-61.37179818134403,-59.82005683072505
217.0,-64.60349266093858,-62.77579654511714,-61.47220079032669,-60.422652412815964,-59.10956190844346
218.0,-64.08468180010763,-63.035226586716526,-62.0350314953849,-61.34312054080641,-59.88502172457222
219.0,-64.4620687108928,-62.87927003615214,-62.355791611771934,-62.07038195088608,-60.74229597227976
220.0,-64.28564717213239,-62.56542438210693,-61.76132857685111,-61.27856457421113,-59.55795087051489
221.0,-65.15487455299505,-62.933315049132275,-61.74192855443323,-61.13167222424318,-60.13963510545306
222.0,-64.64962020959369,-62.86075579393689,-61.69093236024647,-61.1276756116463,-60.53913844599412
223.0,-64.72399511088985,-62.90743073120191,-61.02074955732619,-61.068735735827545,-59.612538026025504
224.0,-64.23372320866844,-62.202647183717886,-62.50304420952245,-60.640315552533686,-59.742058221239034
225.0,-64.76238833165772,-63.87408673437357,-61.94021739759947,-60.83614401081797,-60.85616646124033
226.0,-63.174320135803825,-62.87613296923092,-62.044036767360964,-61.72995558895838,-60.441511167996175
227.0,-64.67861651663706,-62.75449351090657,-60.86329708156892,-60.196744264732715,-60.35066618318848
228.0,-65.01264562922698,-63.54317383127575,-61.858371739614064,-60.60396116401048,-60.29159589639849
229.0,-64.46080946054633,-62.83682331059021,-61.86128661264006,-60.828458636417366,-59.18781545068805
230.0,-65.65635789282318,-63.44624637521242,-61.88628923886763,-61.36821233718691,-60.921703506900776
231.0,-64.14969521509252,-63.948463726992436,-62.01380951819492,-61.09859050711382,-59.36247060285059
232.0,-64.26284635612961,-62.65402150771686,-61.40599996917625,-60.477878179122655,-60.51093654261752
233.0,-64.74327550636222,-62.53261582064916,-61.12532130635052,-60.68347294032402,-59.78805574301301
234.0,-65.20407021479384,-62.33367597575395,-62.21777813385694,-61.08430350983527,-59.996712460077504
235.0,-64.5030216150545,-62.974485157952365,-62.14668428550751,-60.34131824429615,-60.94532486076568
236.0,-64.36680802443611,-62.248247730548165,-62.05211071220541,-60.84272443668416,-59.753601230439685
237.0,-63.44229818951216,-62.817713619224534,-61.48116519197251,-60.39647817351935,-60.30001718345616
238.0,-64.2416771689646,-62.24828245069361,-62.648766233986684,-60.725041699132234,-60.614091560517274
239.0,-64.36998256112516,-62.50877831361723,-62.68875565435712,-60.83792496738113,-60.13594058758701
240.0,-65.01463835234014,-62.832072775764814,-61.620821880661815,-60.95163234041614,-58.78334397636184
241.0,-65.28329326063994,-63.47875693179537,-61.76351659829569,-60.88879287398166,-60.12682834306314
242.0,-64.20019793721912,-62.90704229017621,-61.687201508807206,-60.65374421884507,-60.95902206554406
243.0,-64.72212112863157,-63.140568186296875,-62.76810446011335,-60.82680023648013,-60.515257601124716
244.0,-64.21698944866458,-62.72672530675153,-61.73760045759062,-60.58189460081613,-60.29807671450679
245.0,-64.10130430723736,-63.2815358955297,-62.27915494479524,-59.791311630441754,-61.309548821954024
246.0,-64.30410551267185,-62.2327714536526,-61.94932398907431,-60.319770676505904,-60.041914492345704
247.0,-64.04027897736093,-63.076157164761504,-62.51243974136687,-59.9505212044535,-60.337398780602165
248.0,-64.58186676038115,-63.106500510403436,-61.72814818469456,-60.715885921307205,-60.84343989209064
249.0,-65.69374230625625,-63.68324699207169,-61.92143796832803,-61.032758154186894,-60.20186537224959
250.0,-64.78568713562541,-63.012388503837755,-61.57818408218766,-60.74745038021231,-59.79132703139271
251.0,-64.77511631968599,-62.8102507507308,-61.34612970614456,-60.39196009414508,-61.647807790906626
252.0,-64.98929199700882,-63.355847431597574,-61.14635223510536,-61.110192122722324,-60.07254839180047
253.0,-64.31073873872131,-63.1274817964486,-61.71936565324525,-60.48698238247105,-60.57519043372605
254.0,-64.58180927987665,-63.81455036792509,-62.05562600022631,-60.13733657192634,-61.000005135198386
255.0,-64.4325591482256,-63.54387381442912,-61.33748773984958,-60.4602944796225,-59.64627255441037
256.0,-64.01571683912577,-63.12613129258813,-61.65211341163164,-61.079327787832895,-60.05092192464031
257.0,-64.62854623019595,-64.39424769604013,-61.50241533612426,-61.27278249205022,-60.3009954910338
258.0,-65.22896111537011,-62.05494324260671,-61.28456052532164,-60.4126843262404,-59.801782448098635
259.0,-63.705362002346426,-62.05270597185577,-62.052410705866464,-61.41589061058493,-60.622045507106456
260.0,-64.51910147424941,-63.435646834605805,-61.97851322234494,-61.40778376161068,-60.04980337598532
261.0,-64.6693885660449,-63.13318170896966,-61.95520991422873,-61.586156094672866,-59.620978308986544
262.0,-63.88368022117847,-62.89768278749634,-62.28196534844302,-60.874981709740894,-59.9994106288246
263.0,-63.97780953050895,-62.97914339761492,-62.04588331150794,-60.79232248675536,-59.59672700908735
264.0,-65.08367799625228,-62.37497397585953,-62.440779070583964,-60.965768152403896,-59.98235951278993
265.0,-64.87714422901635,-63.69374467253174,-61.34921333540244,-59.95414364135504,-60.15317340873717
266.0,-64.60359136101523,-62.69747896057701,-62.84430474528531,-60.488418476045524,-60.12381455680612
267.0,-64.6722877679985,-62.5205745234358,-61.277923154276984,-61.18111320633569,-59.481271963803735
268.0,-63.69535672293691,-63.63269081120352,-61.840630309915745,-60.55319731864833,-60.675527092090384
269.0,-64.58227931478761,-63.09103367616762,-62.760745657487725,-61.03684823943379,-60.385690993730954
270.0,-64.74254835929773,-63.70177649941707,-61.59938864564269,-60.780086942462006,-60.52835055278796
271.0,-64.6237018696308,-62.826620360234564,-61.69442452632425,-61.42309325950714,-60.53865286259212
272.0,-64.81218524371856,-63.453154896807845,-62.0704368336342,-60.55782307437448,-60.69927892323668
273.0,-64.33228027100192,-63.13272906429288,-61.886661333876546,-60.482120258874446,-60.21835373693877
274.0,-64.61917426698287,-62.82512791313547,-62.05872649712798,-61.01135741712479,-60.070781737157525
275.0,-63.730011570098256,-63.34666045655998,-61.88032989826505,-60.42490263093401,-60.09883913377794
276.0,-64.73618270713361,-62.0165710991163,-60.88033417611908,-60.59537270977429,-59.53905170897566
277.0,-65.03579283404748,-63.359759801893595,-61.066418071074345,-61.22492595291254,-60.3129688733286
278.0,-65.52720146878929,-62.99205141255855,-61.69353006752979,-60.33910113974591,-59.21166148545537
279.0,-65.39395934201947,-63.79808501808482,-61.658477674751765,-60.14186909462524,-60.76955207521513
280.0,-65.02807141117152,-62.96189123596568,-61.926282757751466,-59.76761794371032,-59.72055700440749
281.0,-65.53503061405367,-62.72765719943238,-61.90314392315454,-61.23567726707287,-60.78879664303523
282.0,-64.2927525572087,-63.28083603548273,-61.88671205105963,-60.405536866664804,-59.95834559513591
283.0,-64.17050884651822,-62.71851201805333,-61.36885645293413,-60.74256140825945,-60.77852918093702
284.0,-64.82759173764936,-62.8294646968722,-62.41588846205952,-60.721861123184034,-59.81517116969508
